,id,standard_drug_name,gene,dataset,cancer_type,pvalue,effect_size,provided_pvalue,provided_effect_size,n_mut,n_wt,provided_n_mut,provided_n_wt
7643,43545513,3-Cl-AHPC,ICAM4,All,pancan,0.164969,-1.38855,,,20,688,,
7644,43545514,3-Cl-AHPC,RNF6,All,pancan,0.332757,-0.968575,,,32,676,,
7645,43545515,3-Cl-AHPC,CAMKV,All,pancan,0.313606,-1.00768,,,17,691,,
7646,43545516,3-Cl-AHPC,GRK7,All,pancan,0.0492996,-1.96599,,,44,664,,
7647,43545517,3-Cl-AHPC,ZNF493,All,pancan,0.501039,0.672856,,,42,666,,
7648,43545518,3-Cl-AHPC,FAM86B1,All,pancan,0.936881,0.0791909,,,14,694,,
7649,43545519,3-Cl-AHPC,PHF11,All,pancan,0.517122,0.647788,,,10,698,,
7650,43545520,3-Cl-AHPC,PRB2,All,pancan,0.595681,0.530622,,,45,663,,
7651,43545521,3-Cl-AHPC,JTB,All,pancan,0.485444,-0.697574,,,11,697,,
7652,43545522,3-Cl-AHPC,TUBA3E,All,pancan,0.304419,-1.027,,,52,656,,
7653,43545523,3-Cl-AHPC,TRIP10,All,pancan,0.0141202,-2.45419,,,28,680,,
7654,43545524,3-Cl-AHPC,CEP295,All,pancan,0.762523,0.30217,,,95,613,,
7655,43545525,3-Cl-AHPC,LCOR,All,pancan,0.311337,-1.01242,,,56,652,,
7656,43545526,3-Cl-AHPC,QPCTL,All,pancan,0.841768,0.199632,,,20,688,,
7657,43545527,3-Cl-AHPC,MYOD1,All,pancan,0.498923,-0.676186,,,12,696,,
7658,43545528,3-Cl-AHPC,JAM3,All,pancan,0.620626,0.494963,,,18,690,,
7659,43545529,3-Cl-AHPC,DRAXIN,All,pancan,0.755038,-0.312003,,,50,658,,
7660,43545530,3-Cl-AHPC,TM6SF2,All,pancan,0.925833,-0.0930891,,,25,683,,
7661,43545531,3-Cl-AHPC,PPP1R32,All,pancan,0.696735,0.389732,,,38,670,,
7662,43545532,3-Cl-AHPC,THSD7A,All,pancan,0.805814,-0.24583,,,137,571,,
7663,43545533,3-Cl-AHPC,MOB3C,All,pancan,0.781658,0.277159,,,13,695,,
7664,43545534,3-Cl-AHPC,VCPKMT,All,pancan,0.208105,-1.25879,,,20,688,,
7665,43545535,3-Cl-AHPC,RASGRF2,All,pancan,0.31259,1.0098,,,34,674,,
7666,43545536,3-Cl-AHPC,SEC61A1,All,pancan,0.203724,-1.27101,,,14,694,,
7667,43545537,3-Cl-AHPC,KCNA1,All,pancan,0.0677108,-1.82693,,,18,690,,
7668,43545538,3-Cl-AHPC,EFNB2,All,pancan,0.0396836,-2.05703,,,12,696,,
7669,43545539,3-Cl-AHPC,RNF2,All,pancan,0.444523,-0.764577,,,10,698,,
7670,43545540,3-Cl-AHPC,GPR162,All,pancan,0.0805835,-1.74731,,,36,672,,
7671,43545541,3-Cl-AHPC,NAP1L4,All,pancan,0.0701402,1.811,,,10,698,,
7672,43545542,3-Cl-AHPC,G3BP2,All,pancan,0.301039,-1.03421,,,15,693,,
7673,43545543,3-Cl-AHPC,TPRN,All,pancan,0.693236,-0.394467,,,34,674,,
7674,43545544,3-Cl-AHPC,SCN1B,All,pancan,0.885958,0.143421,,,16,692,,
7675,43545545,3-Cl-AHPC,CNR2,All,pancan,0.436235,-0.778566,,,20,688,,
7676,43545546,3-Cl-AHPC,PARL,All,pancan,0.39308,0.854046,,,21,687,,
7677,43545547,3-Cl-AHPC,MMP17,All,pancan,0.129739,-1.51513,,,28,680,,
7678,43545548,3-Cl-AHPC,LCN6,All,pancan,0.177547,1.34835,,,11,697,,
7679,43545549,3-Cl-AHPC,GPR150,All,pancan,0.965054,-0.0438124,,,17,691,,
7680,43545550,3-Cl-AHPC,ANKUB1,All,pancan,0.487249,-0.694692,,,12,696,,
7681,43545551,3-Cl-AHPC,MMP15,All,pancan,0.0651434,-1.84427,,,32,676,,
7682,43545552,3-Cl-AHPC,CALB2,All,pancan,0.0624025,-1.86343,,,12,696,,
7683,43545553,3-Cl-AHPC,CNGA2,All,pancan,0.625892,-0.487516,,,26,682,,
7684,43545554,3-Cl-AHPC,IFT27,All,pancan,0.826212,-0.219563,,,10,698,,
7685,43545555,3-Cl-AHPC,HLX,All,pancan,0.13657,-1.48869,,,32,676,,
7686,43545556,3-Cl-AHPC,DYRK3,All,pancan,0.396284,0.848277,,,32,676,,
7687,43545557,3-Cl-AHPC,HHAT,All,pancan,0.0887626,-1.70196,,,33,675,,
7688,43545558,3-Cl-AHPC,SYPL2,All,pancan,0.310336,-1.01452,,,22,686,,
7689,43545559,3-Cl-AHPC,FAM98C,All,pancan,0.0947762,-1.67072,,,21,687,,
7690,43545560,3-Cl-AHPC,ZFP3,All,pancan,0.825547,-0.220416,,,21,687,,
7691,43545561,3-Cl-AHPC,NAALADL2,All,pancan,0.373596,0.889757,,,44,664,,
7692,43545562,3-Cl-AHPC,TMEM177,All,pancan,0.778343,0.28148,,,17,691,,
7693,43545563,3-Cl-AHPC,EPHA7,All,pancan,0.756986,0.309441,,,60,648,,
7694,43545564,3-Cl-AHPC,NRAS,All,pancan,0.00271356,-2.99845,,,56,652,,
7695,43545565,3-Cl-AHPC,PRF1,All,pancan,0.31031,-1.01457,,,32,676,,
7696,43545566,3-Cl-AHPC,NOP2,All,pancan,0.849466,-0.1898,,,42,666,,
7697,43545567,3-Cl-AHPC,GLDN,All,pancan,0.226512,1.20939,,,75,633,,
7698,43545568,3-Cl-AHPC,RNASEH2A,All,pancan,0.125463,-1.53224,,,13,695,,
7699,43545569,3-Cl-AHPC,CTIF,All,pancan,0.560339,-0.582338,,,16,692,,
7700,43545570,3-Cl-AHPC,MUC20,All,pancan,0.836827,0.205954,,,61,647,,
7701,43545571,3-Cl-AHPC,ANXA5,All,pancan,0.412696,-0.819158,,,13,695,,
7702,43545572,3-Cl-AHPC,KRT83,All,pancan,0.435,0.780664,,,28,680,,
7703,43545573,3-Cl-AHPC,HTATSF1,All,pancan,0.467986,0.725759,,,16,692,,
7704,43545574,3-Cl-AHPC,IAH1,All,pancan,0.138082,-1.48297,,,13,695,,
7705,43545575,3-Cl-AHPC,CAT,All,pancan,0.264582,-1.11563,,,30,678,,
7706,43545576,3-Cl-AHPC,TMEM176B,All,pancan,0.584547,-0.546755,,,17,691,,
7707,43545577,3-Cl-AHPC,TRIM16L,All,pancan,0.638403,0.469933,,,17,691,,
7708,43545578,3-Cl-AHPC,MDGA1,All,pancan,0.844825,-0.195726,,,36,672,,
7709,43545579,3-Cl-AHPC,MYH7,All,pancan,0.802634,0.249939,,,70,638,,
7710,43545580,3-Cl-AHPC,CAMK2D,All,pancan,0.488788,-0.692237,,,15,693,,
7711,43545581,3-Cl-AHPC,RPS6KA3,All,pancan,0.16581,-1.38579,,,13,695,,
7712,43545582,3-Cl-AHPC,ZMYND10,All,pancan,0.778656,-0.281072,,,21,687,,
7713,43545583,3-Cl-AHPC,CTSS,All,pancan,0.123168,-1.54161,,,10,698,,
7714,43545584,3-Cl-AHPC,AFF2,All,pancan,0.497577,-0.678306,,,67,641,,
7715,43545585,3-Cl-AHPC,MAMSTR,All,pancan,0.0438765,-2.01527,,,22,686,,
7716,43545586,3-Cl-AHPC,PARM1,All,pancan,0.0979064,1.65509,,,24,684,,
7717,43545587,3-Cl-AHPC,UGGT2,All,pancan,0.220216,1.22596,,,43,665,,
7718,43545588,3-Cl-AHPC,CLSTN1,All,pancan,0.423384,-0.800564,,,29,679,,
7719,43545589,3-Cl-AHPC,CCDC160,All,pancan,0.365232,0.905441,,,22,686,,
7720,43545590,3-Cl-AHPC,H2BC3,All,pancan,0.0879959,-1.70607,,,13,695,,
7721,43545591,3-Cl-AHPC,GPNMB,All,pancan,0.399918,-0.841768,,,37,671,,
7722,43545592,3-Cl-AHPC,ZBTB48,All,pancan,0.877418,-0.154244,,,17,691,,
7723,43545593,3-Cl-AHPC,CSHL1,All,pancan,0.347549,-0.939353,,,25,683,,
7724,43545594,3-Cl-AHPC,CCN5,All,pancan,0.390316,-0.859044,,,33,675,,
7725,43545595,3-Cl-AHPC,NLRC4,All,pancan,0.144727,1.45841,,,34,674,,
7726,43545596,3-Cl-AHPC,HMGCR,All,pancan,0.687249,-0.402592,,,20,688,,
7727,43545597,3-Cl-AHPC,TMCO4,All,pancan,0.12793,-1.52232,,,58,650,,
7728,43545598,3-Cl-AHPC,CERK,All,pancan,0.874768,-0.157605,,,31,677,,
7729,43545599,3-Cl-AHPC,GPR137,All,pancan,0.956379,-0.0546979,,,21,687,,
7730,43545600,3-Cl-AHPC,OR5AS1,All,pancan,0.426074,0.795928,,,29,679,,
7731,43545601,3-Cl-AHPC,SPATA5,All,pancan,0.0982495,-1.6534,,,37,671,,
7732,43545602,3-Cl-AHPC,IFNLR1,All,pancan,0.84997,-0.189156,,,23,685,,
7733,43545603,3-Cl-AHPC,TM9SF1,All,pancan,0.301299,-1.03365,,,26,682,,
7734,43545604,3-Cl-AHPC,TM9SF2,All,pancan,0.829665,0.215131,,,16,692,,
7735,43545605,3-Cl-AHPC,CYP2C19,All,pancan,0.0293649,2.17855,,,76,632,,
7736,43545606,3-Cl-AHPC,IPO5,All,pancan,0.0877771,1.70724,,,46,662,,
7737,43545607,3-Cl-AHPC,TESK2,All,pancan,0.175253,-1.35552,,,25,683,,
7738,43545608,3-Cl-AHPC,SYT17,All,pancan,0.0454044,-2.00089,,,14,694,,
7739,43545609,3-Cl-AHPC,VARS2,All,pancan,0.0126659,-2.49303,,,49,659,,
7740,43545610,3-Cl-AHPC,NOL8,All,pancan,0.0313728,-2.15231,,,67,641,,
7741,43545611,3-Cl-AHPC,ETAA1,All,pancan,0.174282,-1.35857,,,40,668,,
7742,43545612,3-Cl-AHPC,FOXR2,All,pancan,0.422283,-0.802467,,,14,694,,
7743,43545613,3-Cl-AHPC,ANXA3,All,pancan,0.90822,0.115284,,,26,682,,
7744,43545614,3-Cl-AHPC,GPKOW,All,pancan,0.459166,0.740221,,,24,684,,
7745,43545615,3-Cl-AHPC,TRAF5,All,pancan,0.907294,-0.116452,,,44,664,,
7746,43545616,3-Cl-AHPC,SH2D4B,All,pancan,0.617723,-0.499081,,,20,688,,
7747,43545617,3-Cl-AHPC,STARD9,All,pancan,0.914442,-0.107438,,,86,622,,
7748,43545618,3-Cl-AHPC,PRLR,All,pancan,0.53436,-0.621364,,,26,682,,
7749,43545619,3-Cl-AHPC,SHROOM3,All,pancan,0.800808,-0.252302,,,72,636,,
7750,43545620,3-Cl-AHPC,ASNS,All,pancan,0.138555,1.48119,,,16,692,,
7751,43545621,3-Cl-AHPC,REC8,All,pancan,0.437725,-0.77604,,,35,673,,
7752,43545622,3-Cl-AHPC,RUSF1,All,pancan,0.410512,-0.822992,,,18,690,,
7753,43545623,3-Cl-AHPC,LIAS,All,pancan,0.278035,-1.08474,,,12,696,,
7754,43545624,3-Cl-AHPC,OR13D1,All,pancan,0.681841,0.409952,,,31,677,,
7755,43545625,3-Cl-AHPC,SEPTIN6,All,pancan,0.995788,-0.00527939,,,14,694,,
7756,43545626,3-Cl-AHPC,SURF2,All,pancan,0.489716,0.69076,,,19,689,,
7757,43545627,3-Cl-AHPC,MYO1C,All,pancan,0.105025,1.62096,,,78,630,,
7758,43545628,3-Cl-AHPC,PAX8,All,pancan,0.319366,0.995762,,,18,690,,
7759,43545629,3-Cl-AHPC,ZNF91,All,pancan,0.914177,0.107772,,,52,656,,
7760,43545630,3-Cl-AHPC,FOXE1,All,pancan,0.517813,-0.64672,,,18,690,,
7761,43545631,3-Cl-AHPC,CUTA,All,pancan,0.629466,0.482479,,,23,685,,
7762,43545632,3-Cl-AHPC,PSORS1C2,All,pancan,0.393136,-0.853945,,,24,684,,
7763,43545633,3-Cl-AHPC,GTF2H4,All,pancan,0.572958,-0.5637,,,10,698,,
7764,43545634,3-Cl-AHPC,CHI3L1,All,pancan,0.369602,0.897219,,,34,674,,
7765,43545635,3-Cl-AHPC,GALR3,All,pancan,0.210012,-1.25353,,,10,698,,
7766,43545636,3-Cl-AHPC,PDE2A,All,pancan,0.580539,-0.552598,,,34,674,,
7767,43545637,3-Cl-AHPC,ETS1,All,pancan,0.317077,-1.00048,,,17,691,,
7768,43545638,3-Cl-AHPC,COL27A1,All,pancan,0.399238,-0.842982,,,104,604,,
7769,43545639,3-Cl-AHPC,ARHGEF16,All,pancan,0.0433704,-2.02013,,,31,677,,
7770,43545640,3-Cl-AHPC,BPIFA3,All,pancan,0.734496,-0.33915,,,42,666,,
7771,43545641,3-Cl-AHPC,PTBP2,All,pancan,0.624442,-0.489565,,,11,697,,
7772,43545642,3-Cl-AHPC,C5orf49,All,pancan,0.912589,-0.109773,,,35,673,,
7773,43545643,3-Cl-AHPC,KLHDC10,All,pancan,0.0444584,-2.00974,,,19,689,,
7774,43545644,3-Cl-AHPC,TNRC6B,All,pancan,0.977893,0.0277111,,,60,648,,
7775,43545645,3-Cl-AHPC,METTL3,All,pancan,0.745053,-0.32517,,,16,692,,
7776,43545646,3-Cl-AHPC,HJV,All,pancan,0.531403,-0.625866,,,22,686,,
7777,43545647,3-Cl-AHPC,DHX35,All,pancan,0.170581,1.37034,,,22,686,,
7778,43545648,3-Cl-AHPC,KIAA1210,All,pancan,0.240689,1.17327,,,110,598,,
7779,43545649,3-Cl-AHPC,MTCL1,All,pancan,0.0777959,-1.76362,,,126,582,,
7780,43545650,3-Cl-AHPC,EHD3,All,pancan,0.648264,0.456175,,,15,693,,
7781,43545651,3-Cl-AHPC,ZNF80,All,pancan,0.466702,0.727855,,,26,682,,
7782,43545652,3-Cl-AHPC,PLIN1,All,pancan,0.589542,0.5395,,,36,672,,
7783,43545653,3-Cl-AHPC,C12orf54,All,pancan,0.334235,-0.965618,,,16,692,,
7784,43545654,3-Cl-AHPC,BTNL3,All,pancan,0.975318,0.0309386,,,34,674,,
7785,43545655,3-Cl-AHPC,MAD2L1,All,pancan,0.197277,1.28935,,,10,698,,
7786,43545656,3-Cl-AHPC,FAM47E,All,pancan,0.136353,-1.48951,,,27,681,,
7787,43545657,3-Cl-AHPC,PICK1,All,pancan,0.806202,-0.245328,,,21,687,,
7788,43545658,3-Cl-AHPC,MYO1D,All,pancan,0.962155,-0.0474499,,,42,666,,
7789,43545659,3-Cl-AHPC,TRPV6,All,pancan,0.969535,0.0381919,,,58,650,,
7790,43545660,3-Cl-AHPC,ADAMTS6,All,pancan,0.66903,-0.42748,,,50,658,,
7791,43545661,3-Cl-AHPC,VPS26A,All,pancan,0.538407,0.615224,,,13,695,,
7792,43545662,3-Cl-AHPC,DCAF1,All,pancan,0.898108,-0.128051,,,34,674,,
7793,43545663,3-Cl-AHPC,DLL4,All,pancan,0.600902,-0.523104,,,31,677,,
7794,43545664,3-Cl-AHPC,ZNF469,All,pancan,0.200921,-1.27893,,,14,694,,
7795,43545665,3-Cl-AHPC,OGFOD2,All,pancan,0.272043,-1.09837,,,13,695,,
7796,43545666,3-Cl-AHPC,MUC15,All,pancan,0.822758,0.223999,,,56,652,,
7797,43545667,3-Cl-AHPC,NSL1,All,pancan,0.497117,-0.679033,,,12,696,,
7798,43545668,3-Cl-AHPC,ARL14,All,pancan,0.847056,-0.192876,,,16,692,,
7799,43545669,3-Cl-AHPC,CYTH3,All,pancan,0.30775,1.01996,,,10,698,,
7800,43545670,3-Cl-AHPC,OR51L1,All,pancan,0.537471,-0.616642,,,20,688,,
7801,43545671,3-Cl-AHPC,ZHX3,All,pancan,0.329207,-0.975713,,,31,677,,
7802,43545672,3-Cl-AHPC,SYNPO,All,pancan,0.961126,0.0487409,,,35,673,,
7803,43545673,3-Cl-AHPC,SPDEF,All,pancan,0.51308,-0.654049,,,16,692,,
7804,43545674,3-Cl-AHPC,PEX11G,All,pancan,0.983849,-0.0202434,,,10,698,,
7805,43545675,3-Cl-AHPC,F5,All,pancan,0.431384,0.786825,,,74,634,,
7806,43545676,3-Cl-AHPC,CELA2B,All,pancan,0.0976305,1.65645,,,27,681,,
7807,43545677,3-Cl-AHPC,PLEKHM2,All,pancan,0.72763,-0.34828,,,24,684,,
7808,43545678,3-Cl-AHPC,TBC1D31,All,pancan,0.814517,0.234603,,,71,637,,
7809,43545679,3-Cl-AHPC,FAM120B,All,pancan,0.639516,0.468376,,,34,674,,
7810,43545680,3-Cl-AHPC,ASAP1,All,pancan,0.652915,-0.449717,,,30,678,,
7811,43545681,3-Cl-AHPC,TGFBR3,All,pancan,0.855247,-0.182428,,,39,669,,
7812,43545682,3-Cl-AHPC,NEIL1,All,pancan,0.914822,0.106959,,,22,686,,
7813,43545683,3-Cl-AHPC,PEPD,All,pancan,0.879101,-0.152109,,,33,675,,
7814,43545684,3-Cl-AHPC,COBL,All,pancan,0.412556,-0.819404,,,101,607,,
7815,43545685,3-Cl-AHPC,PLD5,All,pancan,0.489685,0.69081,,,23,685,,
7816,43545686,3-Cl-AHPC,RANBP6,All,pancan,0.786299,-0.27112,,,50,658,,
7817,43545687,3-Cl-AHPC,UBXN10,All,pancan,0.295703,1.04569,,,15,693,,
7818,43545688,3-Cl-AHPC,ALG1L2,All,pancan,0.155184,1.42146,,,34,674,,
7819,43545689,3-Cl-AHPC,PHLDB2,All,pancan,0.220192,-1.22602,,,62,646,,
7820,43545690,3-Cl-AHPC,RBM15,All,pancan,0.925725,-0.0932247,,,41,667,,
7821,43545691,3-Cl-AHPC,HHATL,All,pancan,0.706554,0.376488,,,46,662,,
7822,43545692,3-Cl-AHPC,FIBIN,All,pancan,0.831929,-0.212228,,,39,669,,
7823,43545693,3-Cl-AHPC,KY,All,pancan,0.147546,-1.44826,,,27,681,,
7824,43545694,3-Cl-AHPC,SSC5D,All,pancan,0.842867,-0.198227,,,65,643,,
7825,43545695,3-Cl-AHPC,ZNF343,All,pancan,0.119401,-1.55729,,,42,666,,
7826,43545696,3-Cl-AHPC,RGL4,All,pancan,0.950628,0.061918,,,32,676,,
7827,43545697,3-Cl-AHPC,APMAP,All,pancan,0.717703,-0.361531,,,35,673,,
7828,43545698,3-Cl-AHPC,PDCD11,All,pancan,0.00438131,-2.84932,,,65,643,,
7829,43545699,3-Cl-AHPC,CD3E,All,pancan,0.970962,0.0364016,,,11,697,,
7830,43545700,3-Cl-AHPC,TCAIM,All,pancan,0.098622,-1.65157,,,19,689,,
7831,43545701,3-Cl-AHPC,DGKI,All,pancan,0.336856,-0.960396,,,50,658,,
7832,43545702,3-Cl-AHPC,KRTAP10-10,All,pancan,0.173311,-1.36164,,,24,684,,
7833,43545703,3-Cl-AHPC,DNAH2,All,pancan,0.087777,-1.70724,,,146,562,,
7834,43545704,3-Cl-AHPC,SLC13A4,All,pancan,0.613795,-0.504663,,,15,693,,
7835,43545705,3-Cl-AHPC,THSD4,All,pancan,0.587695,-0.54218,,,59,649,,
7836,43545706,3-Cl-AHPC,RTL4,All,pancan,0.376202,-0.884915,,,15,693,,
7837,43545707,3-Cl-AHPC,OPTC,All,pancan,0.635221,-0.474392,,,34,674,,
7838,43545708,3-Cl-AHPC,UPK3B,All,pancan,0.799394,0.254132,,,19,689,,
7839,43545709,3-Cl-AHPC,KRTAP5-8,All,pancan,0.852368,0.186099,,,14,694,,
7840,43545710,3-Cl-AHPC,MGLL,All,pancan,0.763744,-0.300568,,,21,687,,
7841,43545711,3-Cl-AHPC,PDIA4,All,pancan,0.783495,0.274767,,,44,664,,
7842,43545712,3-Cl-AHPC,ABHD2,All,pancan,0.107744,-1.60842,,,15,693,,
7843,43545713,3-Cl-AHPC,SCNM1,All,pancan,0.281063,-1.07793,,,11,697,,
7844,43545714,3-Cl-AHPC,ZEB1,All,pancan,0.969,-0.038862,,,58,650,,
7845,43545715,3-Cl-AHPC,LIN37,All,pancan,0.463661,-0.732831,,,19,689,,
7846,43545716,3-Cl-AHPC,ADAMTS16,All,pancan,0.335858,-0.962382,,,82,626,,
7847,43545717,3-Cl-AHPC,COG7,All,pancan,0.776479,-0.28391,,,39,669,,
7848,43545718,3-Cl-AHPC,RTN4RL2,All,pancan,0.108843,-1.60341,,,13,695,,
7849,43545719,3-Cl-AHPC,CNTN1,All,pancan,0.486597,-0.695731,,,50,658,,
7850,43545720,3-Cl-AHPC,INPP5F,All,pancan,0.558006,0.585806,,,69,639,,
7851,43545721,3-Cl-AHPC,CTSK,All,pancan,0.529408,-0.628911,,,13,695,,
7852,43545722,3-Cl-AHPC,SH2B2,All,pancan,0.527284,0.632157,,,30,678,,
7853,43545723,3-Cl-AHPC,C7,All,pancan,0.020889,2.30998,,,139,569,,
7854,43545724,3-Cl-AHPC,SLC6A18,All,pancan,0.845945,0.194295,,,67,641,,
7855,43545725,3-Cl-AHPC,TAB2,All,pancan,0.110748,1.59484,,,20,688,,
7856,43545726,3-Cl-AHPC,UQCRC2,All,pancan,0.530323,-0.627512,,,24,684,,
7857,43545727,3-Cl-AHPC,ST8SIA4,All,pancan,0.766716,0.296673,,,15,693,,
7858,43545728,3-Cl-AHPC,GAB3,All,pancan,0.491823,0.687412,,,43,665,,
7859,43545729,3-Cl-AHPC,PGLYRP3,All,pancan,0.741856,0.329397,,,38,670,,
7860,43545730,3-Cl-AHPC,KCNJ8,All,pancan,0.812301,0.237458,,,27,681,,
7861,43545731,3-Cl-AHPC,ERAL1,All,pancan,0.939243,0.0762215,,,17,691,,
7862,43545732,3-Cl-AHPC,FAM8A1,All,pancan,0.140709,-1.47316,,,15,693,,
7863,43545733,3-Cl-AHPC,LRP1B,All,pancan,0.263838,1.11737,,,239,469,,
7864,43545734,3-Cl-AHPC,KDM3B,All,pancan,0.0972898,-1.65814,,,52,656,,
7865,43545735,3-Cl-AHPC,F2RL3,All,pancan,0.533773,-0.622257,,,21,687,,
7866,43545736,3-Cl-AHPC,SGPP2,All,pancan,0.996437,-0.00446605,,,15,693,,
7867,43545737,3-Cl-AHPC,LILRB2,All,pancan,0.703436,-0.380687,,,99,609,,
7868,43545738,3-Cl-AHPC,ATRX,All,pancan,0.310505,-1.01416,,,67,641,,
7869,43545739,3-Cl-AHPC,POM121C,All,pancan,0.381175,-0.875734,,,34,674,,
7870,43545740,3-Cl-AHPC,FAM169B,All,pancan,0.242186,-1.16954,,,13,695,,
7871,43545741,3-Cl-AHPC,GTF2H1,All,pancan,0.949594,-0.0632169,,,20,688,,
7872,43545742,3-Cl-AHPC,PEAK1,All,pancan,0.739356,0.332706,,,85,623,,
7873,43545743,3-Cl-AHPC,C22orf42,All,pancan,0.386929,-0.865199,,,22,686,,
7874,43545744,3-Cl-AHPC,CCDC105,All,pancan,0.382343,0.873587,,,57,651,,
7875,43545745,3-Cl-AHPC,NXF1,All,pancan,0.613038,-0.505741,,,29,679,,
7876,43545746,3-Cl-AHPC,ANKRD36B,All,pancan,0.485436,0.697586,,,36,672,,
7877,43545747,3-Cl-AHPC,ZNF736,All,pancan,0.512492,0.654963,,,30,678,,
7878,43545748,3-Cl-AHPC,TAF4,All,pancan,0.693757,-0.393762,,,25,683,,
7879,43545749,3-Cl-AHPC,MUC7,All,pancan,0.886527,0.1427,,,19,689,,
7880,43545750,3-Cl-AHPC,KCNIP3,All,pancan,0.990061,-0.0124575,,,10,698,,
7881,43545751,3-Cl-AHPC,RC3H1,All,pancan,0.0227097,2.27828,,,34,674,,
7882,43545752,3-Cl-AHPC,CDH16,All,pancan,0.482166,-0.702822,,,38,670,,
7883,43545753,3-Cl-AHPC,IKZF5,All,pancan,0.738508,0.33383,,,20,688,,
7884,43545754,3-Cl-AHPC,ATM,All,pancan,0.135232,-1.49378,,,120,588,,
7885,43545755,3-Cl-AHPC,RNF168,All,pancan,0.957534,0.0532482,,,27,681,,
7886,43545756,3-Cl-AHPC,TRIM44,All,pancan,0.236011,1.18502,,,10,698,,
7887,43545757,3-Cl-AHPC,PHAX,All,pancan,0.96844,0.0395644,,,16,692,,
7888,43545758,3-Cl-AHPC,SETBP1,All,pancan,0.573102,0.563489,,,83,625,,
7889,43545759,3-Cl-AHPC,GPR45,All,pancan,0.138989,-1.47957,,,23,685,,
7890,43545760,3-Cl-AHPC,RFT1,All,pancan,0.684739,0.406005,,,32,676,,
7891,43545761,3-Cl-AHPC,AKR7A3,All,pancan,0.686458,-0.403666,,,31,677,,
7892,43545762,3-Cl-AHPC,TCTE1,All,pancan,0.377002,-0.883433,,,28,680,,
7893,43545763,3-Cl-AHPC,TDRD10,All,pancan,0.746053,0.323848,,,20,688,,
7894,43545764,3-Cl-AHPC,NKG7,All,pancan,0.0870657,-1.71108,,,17,691,,
7895,43545765,3-Cl-AHPC,FDXACB1,All,pancan,0.583485,-0.548301,,,34,674,,
7896,43545766,3-Cl-AHPC,LRRC43,All,pancan,0.159647,-1.40626,,,55,653,,
7897,43545767,3-Cl-AHPC,SPZ1,All,pancan,0.0975701,1.65675,,,32,676,,
7898,43545768,3-Cl-AHPC,FASTK,All,pancan,0.533898,0.622067,,,13,695,,
7899,43545769,3-Cl-AHPC,SEZ6L,All,pancan,0.114278,-1.57925,,,55,653,,
7900,43545770,3-Cl-AHPC,DNAH14,All,pancan,0.143574,1.46261,,,147,561,,
7901,43545771,3-Cl-AHPC,SMARCD2,All,pancan,0.469465,-0.72335,,,13,695,,
7902,43545772,3-Cl-AHPC,ZNF346,All,pancan,0.223331,-1.21772,,,10,698,,
7903,43545773,3-Cl-AHPC,NRP2,All,pancan,0.653494,-0.448914,,,43,665,,
7904,43545774,3-Cl-AHPC,SPATA18,All,pancan,0.0772805,1.76669,,,39,669,,
7905,43545775,3-Cl-AHPC,VANGL1,All,pancan,0.768633,-0.294163,,,28,680,,
7906,43545776,3-Cl-AHPC,SUCLA2,All,pancan,0.0143213,2.4491,,,53,655,,
7907,43545777,3-Cl-AHPC,DIPK2B,All,pancan,0.634543,-0.475343,,,38,670,,
7908,43545778,3-Cl-AHPC,LRRC14B,All,pancan,0.972662,0.0342701,,,45,663,,
7909,43545779,3-Cl-AHPC,MFN2,All,pancan,0.870432,-0.16311,,,28,680,,
7910,43545780,3-Cl-AHPC,OR51B4,All,pancan,0.849809,0.189362,,,46,662,,
7911,43545781,3-Cl-AHPC,NEUROD4,All,pancan,0.92638,0.0924007,,,24,684,,
7912,43545782,3-Cl-AHPC,MTUS2,All,pancan,0.643149,-0.463301,,,85,623,,
7913,43545783,3-Cl-AHPC,HELLS,All,pancan,0.90389,0.120749,,,23,685,,
7914,43545784,3-Cl-AHPC,CDK1,All,pancan,0.365118,0.905656,,,17,691,,
7915,43545785,3-Cl-AHPC,HSPB2,All,pancan,0.984099,-0.0199297,,,12,696,,
7916,43545786,3-Cl-AHPC,VSIG10L,All,pancan,0.483776,-0.700242,,,21,687,,
7917,43545787,3-Cl-AHPC,SNX20,All,pancan,0.0617922,-1.86778,,,18,690,,
7918,43545788,3-Cl-AHPC,CENPU,All,pancan,0.38205,0.874126,,,16,692,,
7919,43545789,3-Cl-AHPC,LRRC75B,All,pancan,0.506466,-0.664351,,,26,682,,
7920,43545790,3-Cl-AHPC,MAMDC2,All,pancan,0.703523,-0.380569,,,57,651,,
7921,43545791,3-Cl-AHPC,RABGAP1,All,pancan,0.336495,-0.961113,,,50,658,,
7922,43545792,3-Cl-AHPC,NAT10,All,pancan,0.492852,-0.685779,,,45,663,,
7923,43545793,3-Cl-AHPC,ZNF354C,All,pancan,0.830529,0.214023,,,28,680,,
7924,43545794,3-Cl-AHPC,SLC30A6,All,pancan,0.23024,-1.19974,,,14,694,,
7925,43545795,3-Cl-AHPC,IL15RA,All,pancan,0.30483,1.02613,,,34,674,,
7926,43545796,3-Cl-AHPC,RXFP3,All,pancan,0.731644,0.342939,,,46,662,,
7927,43545797,3-Cl-AHPC,TFAP2D,All,pancan,0.950628,0.061918,,,32,676,,
